Game,Rounds,P0 Score,P1 Score,Winner
0,5,103,53,0
1,7,63,105,1
2,7,93,105,1
3,12,129,78,0
4,4,110,0,0
5,6,114,51,0
6,8,22,102,1
7,7,115,43,0
8,5,25,113,1
9,8,103,72,0
10,4,43,102,1
11,7,115,63,0
12,4,104,21,0
13,9,111,71,0
14,7,92,161,1
15,9,119,56,0
16,9,80,101,1
17,8,80,131,1
18,9,68,107,1
19,5,121,7,0
