Game,Rounds,P0 Score,P1 Score,Winner
0,4,15,129,1
1,8,52,134,1
2,5,106,23,0
3,11,65,110,1
4,9,110,93,0
5,7,65,110,1
6,8,85,140,1
7,12,125,76,0
8,5,121,36,0
9,2,113,0,0
10,8,114,81,0
11,7,112,55,0
12,7,80,145,1
13,5,10,147,1
14,14,89,123,1
15,6,33,129,1
16,5,132,38,0
17,5,54,127,1
18,5,52,115,1
19,4,49,100,1
