Game,Rounds,P0 Score,P1 Score,Winner
0,5,0,132,1
1,3,108,0,0
2,6,108,61,0
3,7,74,106,1
4,9,132,79,0
5,7,100,12,0
6,13,130,78,0
7,5,58,131,1
8,11,102,99,0
9,10,70,161,1
10,9,123,73,0
11,6,17,140,1
12,11,79,148,1
13,4,41,105,1
14,7,107,41,0
15,4,0,111,1
16,6,38,123,1
17,12,94,100,1
18,9,56,114,1
19,8,127,83,0
20,5,103,11,0
21,7,69,123,1
22,11,105,65,0
23,5,4,112,1
24,12,96,107,1
,,,basWin,14
,,,MCTSWin,11
