Game,Rounds,P0 Score,P1 Score,Winner
0,15,86,160,1
1,7,110,63,0
2,8,86,115,1
3,4,27,123,1
4,7,102,55,0
5,10,111,71,0
6,6,50,100,1
7,6,0,113,1
8,10,120,96,0
9,8,68,128,1
10,7,55,107,1
11,10,92,130,1
12,7,105,47,0
13,5,77,154,1
14,9,91,117,1
15,9,95,104,1
16,6,33,125,1
17,5,23,105,1
18,9,71,113,1
19,5,53,101,1
20,7,82,126,1
21,6,29,107,1
22,6,105,54,0
23,5,24,151,1
24,11,96,168,1
