Game,Rounds,P0 Score,P1 Score,Winner
0,7,39,112,1
1,7,119,75,0
2,13,120,98,0
3,8,78,106,1
4,3,105,42,0
5,6,120,90,0
6,7,107,51,0
7,7,102,43,0
8,6,108,16,0
9,5,63,108,1
10,10,122,78,0
11,3,113,0,0
12,8,119,64,0
13,5,2,135,1
14,4,7,113,1
15,6,34,103,1
16,8,81,102,1
17,6,14,102,1
18,8,119,46,0
19,7,114,26,0
20,7,58,132,1
21,11,88,105,1
22,4,14,118,1
23,6,2,115,1
24,6,111,41,0
