Game,Rounds,P0 Score,P1 Score,Winner
0,13,67,112,1
1,8,54,123,1
2,7,93,106,1
3,8,56,106,1
4,2,27,107,1
5,6,120,6,0
6,8,108,43,0
7,7,71,115,1
8,10,84,124,1
9,12,58,132,1
10,10,117,82,0
11,9,51,137,1
12,8,98,101,1
13,8,86,115,1
14,6,44,121,1
15,4,0,139,1
16,6,50,118,1
17,5,43,107,1
18,7,23,128,1
19,8,107,71,0
20,5,4,100,1
21,3,105,0,0
22,9,71,136,1
23,5,18,125,1
24,9,102,94,0
,,,basWin,19
,,,MCTS,6
