RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
4,true,0,104,7,7,17,4,6
14,true,0,104,86,8,16,4,4
10,true,1,64,109,23,0,7,0
12,true,1,95,115,50,7,10,1
10,true,0,111,80,5,24,2,7
6,true,1,16,106,48,9,10,3
7,true,1,19,104,30,7,7,3
4,true,0,125,64,6,76,2,10
4,true,0,101,22,4,14,2,4
8,true,0,102,99,7,26,3,7
8,true,0,108,27,7,46,3,10
4,true,1,0,112,29,9,7,4
11,true,0,106,37,7,37,3,7
4,true,0,111,40,6,68,4,10
11,true,0,105,77,9,65,1,10
5,true,0,126,32,5,57,3,10
8,true,1,20,126,48,4,10,2
5,true,1,0,102,27,2,6,1
10,true,0,109,53,7,22,2,4
5,true,0,100,54,6,25,3,4
10,true,1,66,105,24,3,7,1
9,true,0,123,42,8,46,3,10
4,true,1,37,112,45,10,10,4
7,true,0,101,45,10,14,3,4
7,true,0,101,90,0,20,0,4
9,true,0,100,48,6,13,2,3
14,true,0,126,98,8,47,3,7
6,true,1,0,108,25,9,7,4
9,true,1,78,104,21,2,7,1
6,true,0,107,89,10,20,3,7
7,true,0,110,17,1,27,1,7
11,true,1,61,107,17,3,5,2
7,true,0,117,53,10,41,3,10
8,true,1,34,103,16,9,7,3
9,true,1,66,105,22,10,5,3
8,true,1,64,104,21,10,4,4
7,true,1,65,103,38,8,7,4
9,true,1,77,100,11,10,4,4
10,true,1,89,113,35,9,7,3
9,true,1,70,139,52,1,10,1
3,true,1,27,107,35,8,10,4
4,true,0,118,0,6,34,3,10
10,true,0,101,47,7,38,3,10
5,true,0,108,19,10,49,3,7
8,true,0,109,28,8,35,4,7
6,true,0,101,37,10,17,3,7
9,true,1,87,101,15,9,4,4
7,true,0,111,48,6,34,3,7
10,true,1,90,127,56,2,10,1
6,true,1,63,101,17,8,7,3
