RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
8,true,1,62,106,44,8,7,3
8,true,1,37,123,44,4,7,1
11,true,0,102,68,9,17,4,4
5,true,1,13,111,24,5,6,1
3,true,0,101,9,9,16,4,4
8,true,0,107,42,7,21,3,7
9,true,1,34,104,41,10,10,3
8,true,1,98,101,57,9,10,4
6,true,1,27,103,17,9,5,4
11,true,0,121,84,9,38,4,7
4,true,0,111,26,7,35,3,7
8,true,1,68,102,15,8,4,2
11,true,0,109,69,7,17,3,7
7,true,1,5,105,19,9,7,3
9,true,0,125,42,3,31,1,7
6,true,0,110,45,10,22,4,7
10,true,1,59,102,11,1,4,1
12,true,1,90,108,52,9,10,4
5,true,0,128,0,0,42,0,10
6,true,0,115,1,6,43,1,7
11,true,0,103,80,1,30,1,10
7,true,1,88,114,57,8,10,4
7,true,1,66,131,40,0,7,0
10,true,1,84,103,14,8,4,3
15,true,1,85,104,27,10,7,3
6,true,0,114,33,0,17,0,6
4,true,0,102,4,6,54,3,10
10,true,1,82,122,39,8,10,3
6,true,1,40,118,31,5,7,2
11,true,1,56,110,35,10,7,3
6,true,1,39,119,38,3,7,1
6,true,1,36,132,19,0,7,0
4,true,0,135,78,4,53,2,10
5,true,1,83,107,72,10,10,4
5,true,1,25,111,24,3,6,2
7,true,0,119,22,8,39,4,7
5,true,0,109,23,8,26,3,7
8,true,1,82,112,25,9,7,4
6,true,0,115,27,8,36,4,7
9,true,0,106,49,6,15,3,3
6,true,0,126,13,6,58,2,10
6,true,1,31,131,60,9,10,4
3,true,1,0,124,35,8,7,4
10,true,1,76,107,21,8,6,3
6,true,0,101,28,10,40,4,7
8,true,1,46,101,12,9,3,4
12,true,0,121,84,9,40,4,7
10,true,0,105,48,9,15,4,4
7,true,0,124,88,10,57,4,10
9,true,1,87,109,22,9,7,3
