RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
7,true,0,100,28,10,18,3,4
4,true,1,8,117,66,10,10,3
8,true,1,49,111,20,7,6,4
3,true,0,112,6,7,34,4,7
10,true,1,56,102,41,1,7,1
6,true,1,27,109,25,7,7,3
3,true,1,0,108,24,3,7,1
9,true,0,102,65,8,12,1,4
13,true,0,111,70,10,24,4,7
2,true,0,118,21,10,75,3,10
7,true,1,83,116,47,10,10,4
6,true,0,102,17,8,12,3,3
7,true,0,101,49,10,52,4,10
7,true,1,47,100,28,10,7,3
10,true,0,131,68,2,50,1,7
9,true,1,22,108,15,6,4,3
10,true,0,105,17,6,19,3,6
10,true,1,75,105,53,9,10,3
9,true,1,62,106,20,3,6,1
6,true,0,129,68,7,55,3,10
9,true,0,122,41,6,41,3,7
12,true,1,51,117,29,6,7,4
9,true,0,117,45,6,24,1,4
10,true,1,97,131,40,1,7,1
16,true,1,96,101,13,8,6,3
8,true,1,26,104,12,2,3,1
13,true,1,78,110,37,8,7,4
6,true,1,48,102,56,9,7,4
5,true,0,103,62,7,22,4,7
8,true,1,42,115,37,6,7,3
7,true,1,39,112,57,1,10,1
6,true,0,110,62,1,33,1,7
8,true,0,104,68,10,23,4,7
4,true,1,12,108,56,7,10,4
6,true,1,19,105,57,9,10,3
7,true,0,116,75,0,14,0,4
15,true,1,85,114,33,10,7,3
4,true,0,112,32,6,42,3,6
8,true,0,112,83,10,24,3,6
7,true,0,115,79,7,60,4,10
10,true,1,96,131,41,9,7,3
10,true,0,102,54,8,25,4,7
9,true,0,101,46,9,22,4,7
10,true,1,62,128,43,10,7,2
7,true,0,110,12,1,60,1,10
6,true,1,48,117,44,8,7,4
10,true,1,97,118,55,10,10,3
12,true,0,101,89,5,13,3,4
4,true,0,110,50,2,25,1,7
8,true,0,100,68,4,13,3,5
