RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
9,true,1,48,107,22,4,6,2
8,true,1,17,115,14,0,6,0
9,true,1,84,102,30,10,7,4
12,true,1,50,107,15,7,6,4
3,true,1,0,114,33,5,7,3
7,true,0,113,34,7,23,3,4
4,true,1,23,102,40,5,10,2
6,true,1,60,106,19,9,4,2
7,true,1,71,103,18,10,4,4
7,true,1,45,102,66,6,10,3
13,true,1,59,112,31,10,7,3
6,true,1,54,113,14,0,4,0
8,true,0,115,57,9,32,3,7
6,true,1,13,113,36,6,7,2
7,true,0,107,54,8,48,2,7
9,true,1,74,101,57,2,10,1
11,true,0,103,90,8,24,3,7
12,true,1,92,106,21,8,6,2
11,true,0,120,91,9,38,3,7
6,true,0,101,37,6,14,2,4
14,true,1,79,105,53,8,10,4
11,true,1,71,101,17,0,4,0
6,true,0,114,2,8,46,3,10
11,true,1,96,101,29,10,4,4
7,true,1,29,116,24,5,7,1
9,true,1,19,100,13,5,4,1
8,true,0,134,66,0,24,0,5
10,true,0,104,98,10,51,4,10
5,true,0,104,35,10,30,3,6
14,true,1,93,109,21,7,6,4
12,true,1,83,134,43,6,10,2
10,true,1,89,109,35,10,7,3
5,true,1,50,108,22,9,6,4
4,true,1,12,115,38,10,7,4
9,true,0,105,63,5,49,1,7
11,true,0,130,55,6,37,1,7
11,true,1,25,107,19,9,4,3
4,true,0,100,28,10,68,4,10
6,true,1,14,103,31,6,7,4
4,true,0,105,14,0,21,0,6
7,true,0,104,37,8,28,3,7
11,true,0,106,82,9,39,4,10
13,true,1,57,136,66,9,10,4
6,true,0,106,72,4,22,2,7
7,true,0,108,91,2,17,1,4
9,true,1,75,120,45,6,7,4
4,true,0,103,10,0,11,0,4
11,true,0,100,64,0,14,0,5
7,true,0,111,39,9,72,4,10
15,true,0,110,98,2,32,1,7
