RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
11,true,1,77,123,43,8,10,4
9,true,1,49,131,46,10,10,3
9,true,1,51,103,15,8,4,4
8,true,1,42,101,12,7,4,4
10,true,1,68,135,34,0,7,0
5,true,1,7,109,22,10,4,4
10,true,1,88,104,57,7,10,2
12,true,1,50,101,28,6,7,1
17,true,0,102,98,9,19,4,4
11,true,1,65,116,25,8,7,2
9,true,0,116,76,7,30,3,7
9,true,0,107,88,2,13,1,3
7,true,1,37,101,22,8,7,3
6,true,1,47,104,24,9,7,4
8,true,0,103,72,6,12,4,4
6,true,0,113,70,4,50,1,10
10,true,1,93,125,38,1,7,1
11,true,0,144,79,10,57,4,10
10,true,0,101,74,9,15,4,4
4,true,0,113,0,2,26,1,7
11,true,1,78,122,37,10,10,4
10,true,0,107,60,10,22,4,7
5,true,1,45,123,59,8,10,3
8,true,0,106,78,8,15,4,5
12,true,0,106,70,8,27,4,7
11,true,0,100,86,8,15,3,4
9,true,1,82,109,45,0,10,0
10,true,1,53,117,31,7,7,3
10,true,1,67,104,42,8,7,4
8,true,0,123,47,0,19,0,6
7,true,1,63,103,13,8,4,3
12,true,0,124,42,10,55,4,10
6,true,0,101,51,6,13,3,4
3,true,0,103,0,7,33,4,7
9,true,1,33,109,22,6,7,3
8,true,1,95,103,25,1,6,1
11,true,1,46,117,25,7,6,4
2,true,0,128,0,7,55,3,10
10,true,1,45,117,35,7,7,4
12,true,1,73,110,27,8,7,3
8,true,0,123,78,9,47,2,7
12,true,0,148,76,5,57,1,10
11,true,0,106,84,7,18,3,7
7,true,0,104,34,0,32,0,7
6,true,0,103,27,9,21,4,6
9,true,1,77,102,11,8,4,3
7,true,0,137,54,6,63,4,10
11,true,0,128,25,10,40,4,7
7,true,1,17,138,57,8,10,3
9,true,1,61,106,37,10,7,4
