RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
5,true,0,130,0,0,40,0,7
7,true,1,76,108,21,8,7,4
6,true,1,98,104,23,9,7,3
10,true,1,49,106,27,10,7,4
8,true,1,41,110,34,4,7,1
13,true,0,103,56,10,19,4,4
5,true,0,111,7,2,61,1,10
9,true,0,115,74,5,45,1,10
13,true,1,41,102,17,10,6,4
9,true,0,150,47,4,56,1,10
9,true,0,102,55,1,29,1,7
9,true,0,102,92,7,32,4,7
7,true,1,24,102,31,2,7,1
8,true,0,112,62,10,24,4,7
12,true,1,29,141,27,0,7,0
7,true,0,108,22,1,14,1,5
7,true,1,23,102,16,10,4,4
5,true,1,3,102,22,8,7,4
8,true,1,28,104,19,9,7,3
6,true,0,140,42,10,55,4,10
8,true,0,117,48,3,22,2,6
9,true,0,123,66,1,34,1,7
8,true,1,82,115,59,10,10,3
6,true,0,105,50,9,17,4,7
6,true,1,40,112,21,6,7,3
12,true,0,106,58,5,14,1,4
9,true,0,122,31,10,33,3,7
5,true,0,107,33,6,52,2,10
11,true,0,110,65,5,36,1,7
10,true,1,58,128,36,7,10,2
4,true,0,127,62,7,62,1,10
11,true,0,121,84,8,31,3,7
10,true,0,113,67,10,30,3,7
3,true,0,129,19,8,63,4,10
12,true,0,150,83,3,61,1,10
8,true,0,113,76,3,17,1,4
8,true,1,59,116,38,9,7,3
13,true,1,68,119,39,8,10,4
8,true,0,159,83,0,50,0,7
9,true,0,110,69,8,45,4,7
7,true,1,58,113,30,10,6,4
6,true,1,45,108,32,0,7,0
7,true,1,36,109,19,7,6,2
8,true,1,58,123,25,1,7,1
8,true,0,145,67,8,65,2,10
9,true,0,104,94,6,18,3,4
18,true,1,88,107,19,5,4,3
6,true,1,56,121,26,3,7,1
7,true,0,108,79,8,26,4,6
9,true,1,93,128,35,2,7,1
