RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
10,true,1,51,105,29,7,7,3
10,true,0,116,66,10,31,4,7
7,true,1,56,100,14,9,4,2
6,true,0,109,38,9,24,3,7
13,true,0,129,68,10,78,4,10
6,true,0,102,43,10,36,3,7
4,true,0,113,41,8,57,3,10
15,true,0,108,86,6,22,3,6
5,true,0,111,3,10,29,3,7
7,true,0,110,45,8,67,3,10
5,true,1,24,126,37,7,10,3
9,true,0,101,36,7,46,3,10
4,true,0,117,0,8,26,3,6
6,true,0,109,32,2,26,2,6
8,true,1,57,108,22,9,7,3
12,true,1,79,112,39,5,7,3
11,true,0,111,77,0,14,0,4
6,true,0,104,50,10,33,3,7
12,true,0,102,45,9,45,4,10
11,true,0,100,82,6,28,2,7
9,true,0,101,75,7,46,4,6
6,true,0,101,20,8,19,3,4
7,true,0,130,62,9,41,3,7
7,true,1,81,131,69,10,10,4
5,true,0,101,36,8,49,3,10
7,true,0,113,43,9,48,3,10
10,true,0,108,46,1,18,1,4
10,true,0,125,45,5,72,1,10
6,true,0,118,43,8,48,3,10
12,true,1,97,111,31,7,7,4
4,true,1,0,100,14,7,4,3
14,true,1,85,129,49,8,10,3
11,true,0,125,58,9,35,4,7
10,true,0,132,44,10,48,3,7
7,true,0,135,50,10,64,3,10
9,true,0,114,72,1,19,1,6
3,true,1,0,109,56,8,10,3
11,true,1,95,111,36,9,7,3
10,true,0,152,34,10,64,4,10
8,true,1,95,106,12,2,5,1
6,true,1,11,102,17,5,4,2
10,true,1,40,103,21,4,4,1
13,true,1,94,100,19,8,4,3
2,true,1,0,105,29,2,7,1
10,true,0,104,58,10,41,4,7
14,true,0,103,66,3,14,1,4
12,true,1,70,100,26,8,7,4
11,true,0,114,57,3,22,1,7
12,true,1,76,105,36,4,10,1
5,true,0,103,30,7,39,3,7
