Game,Rounds,P0 Score,P1 Score,Winner
0,8,92,102,1
1,8,112,98,0
2,7,104,46,0
3,4,61,126,1
4,9,117,8,0
5,5,106,26,0
6,10,63,105,1
7,10,135,95,0
8,9,138,65,0
9,10,121,71,0
10,10,57,114,1
11,6,107,68,0
12,5,101,87,0
13,5,30,100,1
14,10,102,51,0
15,4,8,110,1
16,10,84,106,1
17,7,106,59,0
18,6,101,96,0
19,3,105,0,0
