Game,Rounds,P0 Score,P1 Score,Winner
0,6,28,107,1
1,4,76,114,1
2,8,114,98,0
3,8,56,106,1
4,5,127,42,0
5,8,79,102,1
6,4,103,0,0
7,8,121,89,0
8,6,127,35,0
9,5,0,137,1
10,8,53,118,1
11,7,89,113,1
12,5,31,105,1
13,5,58,131,1
14,9,73,151,1
15,5,18,120,1
16,5,107,23,0
17,7,9,110,1
18,8,116,46,0
19,7,112,66,0
20,7,44,101,1
21,5,42,109,1
22,7,27,129,1
23,4,7,114,1
24,6,113,22,0
