Game,Rounds,P0 Score,P1 Score,Winner
0,7,121,15,0
1,9,107,70,0
2,5,123,5,0
3,9,108,75,0
4,8,113,99,0
5,9,100,54,0
6,9,118,65,0
7,8,102,84,0
8,10,92,100,1
9,13,116,99,0
10,6,107,54,0
11,6,29,119,1
12,7,107,25,0
13,8,96,103,1
14,6,51,105,1
15,9,30,112,1
16,5,113,24,0
17,10,155,80,0
18,9,106,19,0
19,4,36,105,1
