Game,Rounds,P0 Score,P1 Score,Winner
0,4,13,103,1
1,2,0,131,1
2,5,73,117,1
3,3,44,107,1
4,4,2,114,1
5,4,0,125,1
6,10,47,113,1
7,5,13,102,1
8,4,2,118,1
9,8,21,110,1
10,5,11,107,1
11,3,0,117,1
12,2,0,106,1
13,5,50,120,1
14,2,0,117,1
15,3,0,155,1
16,4,51,120,1
17,5,27,116,1
18,5,10,114,1
19,3,0,128,1
20,3,0,138,1
21,5,0,105,1
22,4,0,115,1
23,4,18,127,1
24,4,0,160,1
