Game,Rounds,P0 Score,P1 Score,Winner
0,4,112,37,0
1,6,105,29,0
2,5,119,72,0
3,5,130,11,0
4,4,159,39,0
5,4,47,103,1
6,6,112,21,0
7,5,104,5,0
8,3,101,32,0
9,4,107,31,0
10,3,152,0,0
11,6,115,38,0
12,4,123,27,0
13,4,119,81,0
14,8,103,63,0
15,5,163,49,0
16,3,104,0,0
17,3,123,0,0
18,5,114,12,0
19,5,149,6,0
20,3,127,0,0
21,8,127,60,0
22,5,147,35,0
23,4,134,13,0
24,3,125,2,0
