Game,Rounds,P0 Score,P1 Score,Winner
0,5,117,74,0
1,6,112,29,0
2,6,131,38,0
3,8,30,114,1
4,6,149,54,0
5,10,116,89,0
6,12,140,77,0
7,11,90,109,1
8,3,112,0,0
9,6,86,135,1
10,7,108,42,0
11,4,104,25,0
12,7,51,102,1
13,5,6,121,1
14,7,49,107,1
15,9,137,93,0
16,8,49,102,1
17,12,95,125,1
18,8,124,75,0
19,10,107,88,0
20,7,31,130,1
21,11,106,89,0
22,3,16,109,1
23,8,62,106,1
24,6,136,0,0
