RoundNumber,FinalRound,WinningPlayer,ScorePlayer0,ScorePlayer1,DeadWoodValueP0,DeadWoodValueP1,CardsInDeadwoodP0,CardsInDeadwoodP1
11,true,1,73,108,54,6,10,3
10,true,0,113,43,3,21,1,6
11,true,0,128,88,8,40,4,7
10,true,1,94,101,13,2,4,1
7,true,1,30,115,21,3,6,1
4,true,1,65,101,38,3,7,1
10,true,0,119,38,5,26,1,7
6,true,1,27,115,62,10,10,3
7,true,0,104,50,8,13,3,4
9,true,0,119,80,8,29,4,7
6,true,1,26,104,17,6,6,2
9,true,1,96,133,65,9,10,4
9,true,1,80,122,37,8,10,4
11,true,1,85,109,19,2,7,1
11,true,0,107,72,9,33,3,7
14,true,0,126,61,4,32,2,7
8,true,0,103,89,8,65,3,10
9,true,1,64,104,28,8,7,4
11,true,0,109,45,3,21,1,6
10,true,1,38,100,20,8,7,4
