Game,Rounds,P0 Score,P1 Score,Winner
0,4,14,104,1
1,9,108,95,0
2,13,66,110,1
3,8,102,17,0
4,6,109,12,0
5,7,124,25,0
6,6,112,20,0
7,8,102,3,0
8,6,37,118,1
9,12,104,83,0
10,13,65,112,1
11,5,2,105,1
12,9,100,28,0
13,5,8,101,1
14,7,66,105,1
15,12,47,104,1
16,10,104,55,0
17,8,46,121,1
18,17,43,104,1
19,11,109,44,0
