Game,Rounds,P0 Score,P1 Score,Winner
0,4,0,110,1
1,11,96,103,1
2,11,102,65,0
3,7,116,33,0
4,9,113,12,0
5,8,102,38,0
6,7,103,20,0
7,7,113,6,0
8,14,122,90,0
9,8,60,105,1
10,8,46,107,1
11,6,18,102,1
12,6,104,0,0
13,6,43,104,1
14,7,15,104,1
15,11,59,106,1
16,11,70,106,1
17,10,68,104,1
18,14,48,112,1
19,11,126,40,0
