Game,Rounds,P0 Score,P1 Score,Winner
0,11,117,90,0
1,4,40,104,1
2,7,84,119,1
3,6,68,131,1
4,6,103,34,0
5,5,45,118,1
6,9,45,115,1
7,9,134,64,0
8,5,114,16,0
9,6,78,146,1
10,9,141,83,0
11,5,112,30,0
12,9,102,52,0
13,7,111,60,0
14,4,17,100,1
15,12,52,105,1
16,5,101,99,0
17,11,105,97,0
18,9,84,141,1
19,9,104,61,0
20,7,83,125,1
21,10,68,109,1
22,3,0,104,1
23,6,27,106,1
24,3,104,0,0
