Game,Rounds,P0 Score,P1 Score,Winner
0,7,39,136,1
1,7,115,66,0
2,7,44,107,1
3,8,74,103,1
4,4,150,42,0
5,7,109,66,0
6,11,112,98,0
7,9,96,110,1
8,6,103,32,0
9,5,42,122,1
10,11,94,134,1
11,7,122,49,0
12,6,31,124,1
13,5,0,109,1
14,7,78,111,1
15,8,32,100,1
16,3,105,4,0
17,5,5,100,1
18,6,117,11,0
19,7,148,62,0
20,7,65,126,1
21,5,4,122,1
22,3,0,110,1
23,9,44,105,1
24,7,127,48,0
,,,MCTS,15
